"rid","binaryID"
898,"100011101101111111100101110011100111111000110010101001101101111100110110011011111001111011110010001"
908,"10001110110111111110010111001110011111100011001010100110110111110011011110110111010001101"
911,"10001110110111111110010111001110011111100011001010100110110111110011011001101110001001011011"
917,"1000111011011111111001011100111001111110001100101010011011011111001101111011011101000110"
920,"10001110110111111110010111001110011111100011001010100110110111110011011001101111100111101111001011011001"
921,"1000111011011111111001011100111001111110001100101010011011011111001101100110111110011110111100101101101"
923,"1000111011011111111001011100111001111110001100101010011011011111001101111011011101010111101001"
924,"1000111011011111111001011100111001111110001100101010011011011111001101111011011001110"
925,"100011101101111111100101110011100111111000101001011100011111000111011000010"
929,"100011101101111111100101110011100111111000110010101001101101111100110110011011100011"
931,"10001110110111111110010111001110011111100011001010100110110111110011011001101111100111101111001011011000111110001"
932,"10001110110111111110010111001110011111100011001010100110110111110011011110110110011110"
937,"100011101101111111100101110011100111111000101001011100011111000111011001111100"
942,"10001110110111111110010111001110011111100011001010100110110111110011011110110111010101101"
947,"10001110110111111110010111001110011111100010100101110001111100011101100111001001101"
950,"1000111011011111111001011100111001111110001100101010011011011111001101111011011101010111101010"
956,"1000111011011111111001011100111001111110001100101010011011011111001101100110111110011110111100101101100011111000"
963,"100011101101111111100101110011100111111000110010101001101101111100110111101101110100010"
970,"100011101101111111100101110011100111111000110010101001101101111100110111101101110101011110101"
976,"1000111011011111111001011100111001111110001010010111000111110001110111000"
981,"1000111011011111111001011100111001111110001010010111000111110001110111001"
984,"100011101101111111100101110011100111111000110010101001101101111100110111101101110100001"
986,"100011101101111111100101110011100111111000110010101001101101111100110111101101110101011110100"
988,"1000111011011111111001011100111001111110001100101010011011011111001101100110111000100101111"
992,"10001110110111111110010111001110011111100011001010100110110111110011011110110111010101111010"
993,"10001110110111111110010111001110011111100011001010100110110111110011011110110111010101111011"
996,"1000111011011111111001011100111001111110001100101010011011011111001101100110111110011110111100101101100011110"
1006,"10001110110111111110010111001110011111100011001010100110110111110011011001101111100111101111001000"
1011,"100011101101111111100101110011100111111000110010101001101101111100110110011011111001111011110010110110001111100"
1014,"100011101101111111100101110011100111111000110010101001101101111100110111101101100111110"
1017,"10001110110111111110010111001110011111100011001010100110110111110011011110110111010101110"
1018,"10001110110111111110010111001110011111100011001010100110110111110011011001101111100111101111001011011000110"
1021,"1000111011011111111001011100111001111110001100101010011011011111001101100110111000000100"
1023,"1000111011011111111001011100111001111110001100101010011011011111001101111011011101010111100"
1026,"10001110110111111110010111001110011111100010100101110001111100011101100011"
1027,"1000111011011111111001011100111001111110001100101010011011011111001101111011011101001"
1030,"100011101101111111100101110011100111111000110010101001101101111100110111101101110100011"
1034,"1000111011011111111001011100111001111110001100101010011011011111001101111011011101010111101"
1041,"100011101101111111100101110011100111111000110010101001101101111100110111101101110100000"
1044,"10001110110111111110010111001110011111100011001010100110110111110011011110110111010001"
1045,"100011101101111111100101110011100111111000110010101001101101111100110110011011111001111011110010110110001111101"
1046,"10001110110111111110010111001110011111100011001010100110110111110011011110110111010000"
1055,"100011101101111111100101110011100111111000110010101001101101111100110110000000"
1056,"1000111011011111111001011100111001111110001100101010011011011111001101100011"
1060,"10001110110111111110010111001110011111100011001010100110110111110011011001101110001001011001"
1062,"100011101101111111100101110011100111111000101001011100011111000111011000100"
1071,"100011101101111111100101110011100111111000110010101001101101111100110111101101110101011110"
1072,"1000111011011111111001011100111001111110001010010111000111110001110110011100100110"
1074,"10001110110111111110010111001110011111100011001010100110110111110011011001101111100100"
1075,"10001110110111111110010111001110011111100011001010100110110111110011011001101111100111101111001011011000111110"
1083,"10001110110111111110010111001110011111100011001010100110110111110011011000000"
1087,"100011101101111111100101110011100111111000110010101001101101111100110110011011111001011"
1088,"1000111011011111111001011100111001111110001100101010011011011111001101100110111001"
1093,"1000111011011111111001011100111001111110001100101010011011011111001101111011011101000"
1097,"100011101101111111100101110011100111111000101001011100011111000111011000101"
1105,"100011101101111111100101110011100111111000101001011100011111000111011100"
1113,"10001110110111111110010111001110011111100011001010100110110111110011011110110110011111"
1114,"1000111011011111111001011100111001111110001100101010011011011111001101111011011001111"
1126,"1000111011011111111001011100111001111110001100101010011011011111001101100110111110011110111100101101100011111"
1129,"100011101101111111100101110011100111111000101001011100011111000111011001110010010010"
1131,"100011101101111111100101110011100111111000110010101001101101111100110110011011111001111011110010110110001110"
1135,"10001110110111111110010111001110011111100011001010100110110111110011011110110111010101111"
1136,"10001110110111111110010111001110011111100011001010100110110111110011011001101110001000"
1142,"100011101101111111100101110011100111111000110010101001101101111100110110011011111001111011110010110110001111"
1146,"100011101101111111100101110011100111111000101001011100011111000111011101"
1147,"10001110110111111110010111001110011111100010100101110001111100011101100000"
1153,"10001110110111111110010111001110011111100010100101110001111100011101110"
1159,"100011101101111111100101110011100111111000110010101001101101111100110111101101110101010"
1161,"10001110110111111110010111001110011111100010100101110001111100011101100111001001001"
1163,"100011101101111111100101110011100111111000110010101001101101111100110110011011100010010101"
1167,"100011101101111111100101110011100111111000101001011100011111000111011001111111"
1176,"100011101101111111100101110011100111111000101001011100011111000111011001111110"
1179,"1000111011011111111001011100111001111110001100101010011011011111001101100110111110011110111100101100"
1180,"1000111011011111111001011100111001111110001100101010011011011111001101100010"
1188,"10001110110111111110010111001110011111100011001010100110110111110011011001101111100111101111001011011000111"
1189,"1000111011011111111001011100111001111110001100101010011011011111001101100110111110011110111100101101100011"
1190,"100011101101111111100101110011100111111000110010101001101101111100110110011011111001010"
1197,"100011101101111111100101110011100111111000110010101001101101111100110110011011100010011"
1198,"1000111011011111111001011100111001111110001100101010011011011111001101100110111000101"
1205,"1000111011011111111001011100111001111110001100101010011011011111001101100110111000100101101"
1207,"1000111011011111111001011100111001111110001100101010011011011111001101111011011101010111"
1213,"1000111011011111111001011100111001111110001100101010011011011001111"
1214,"100011101101111111100101110011100111111000110010101001101101111100110110011011111001111011110010110111"
1217,"100011101101111111100101110011100111111000101001011100011111000111011000011"
1222,"1000111011011111111001011100111001111110001100101010011011011111001101100110111000100101100"
1223,"10001110110111111110010111001110011111100010100101110001111100011101100010"
1227,"100011101101111111100101110011100111111000110010101001101101101110"
1236,"10001110110111111110010111001110011111100011001010100110110111110011011110110111010101100"
1238,"10001110110111111110010111001110011111100011001010100110110111110011000"
1239,"10001110110111111110010111001110011111100011001010100110110111110011011110110111000"
1240,"1000111011011111111001011100111001111110001100101010011011011111001101100110111110011110111100100"
1244,"100011101101111111100101110011100111111000101001011100011111000111011001110010000"
1249,"1000111011011111111001011100111001111110001100101010011011011001110"
1254,"10001110110111111110010111001110011111100011001010100110110111110011011001101111100111101111001011010"
1259,"1000111011011111111001011100111001111110001100101010011011011111001101111011011101010110"
1260,"1000111011011111111001011100111001111110001100101010011011011111001101100000"
1263,"10001110110111111110010111001110011111100011001010100110110111110011011110110111011"
1273,"1000111011011111111001011100111001111110001010010111000111110001110110001"
1278,"1000111011011111111001011100111001111110001010010111000111110001001001"
1310,"1000111011011111111001011100111001111110001010010111000111110001110110011100100100"
1316,"100011101101111111100101110011100111111000101001011100011111000111011001111101"
1317,"100011101101111111100101110011100111111000110010101001101101111100110110011111"
1318,"10001110110111111110010111001110011111100010100101110001111100011101100001"
1329,"100011101101111111100101110011100111111000110010101001101101111100110110011011111001111010"
1331,"100011101101111111100101110011100111111000110010101001101101111100110110011011111001111011110010110110001"
1334,"10001110110111111110010111001110011111100011001010100110110111110011011111"
1337,"1000111011011111111001011100111001111110001100101010011011011111001101100110110"
1341,"100011101101111111100101110011100111111000110010101001101101111100110110011011111001111011110001"
1342,"100011101101111111100101110011100111111000110010101001101101111100110110011011100010010110"
1346,"10001110110111111110010111001110011111100011001010100110110111110011011110110111010100"
1362,"10001110110111111110010111001110011111100011001010100110110110110"
1364,"100011101101111111100101110011100111111000110010101001101101111100110110011011111000"
1368,"10001110110111111110010111001110011111100011001010100110110111110011011001101110000000"
1370,"100011101101111111100101110011100111111000110010101001101101101111"
1374,"100011101101111111100101110011100111111000110010101001101101111100110111101101100010"
1376,"100011101101111111100101110011100111111000110010101001101101111100110110011011111001111011110011"
1378,"100011101101111111100101110011100111111000110010101001101101111100101"
1379,"10001110110111111110010111001110011111100011001010100110110111110011011001101111100111101111001011011000"
1380,"10001110110111111110010111001110011111100011001010100110110110111"
